,correct,predicted
0,24990,24039.42924528302
1,31900,29796.375234521576
2,12900,19425.430962343096
3,20750,18321.972972972973
4,19999,15991.26
5,4950,4115.363157894737
6,12990,12731.342047930284
7,14998,16684.856140350876
8,3499,5065.789373814042
9,24990,23580.0067264574
10,8700,12110.611278195489
11,31944,41052.242424242424
12,62888,52869.14942528736
13,3500,5992.412844036698
14,6990,8436.553424657533
15,24685,24398.9375
16,32950,22649.8
17,18980,14874.0
18,6900,7510.449039881832
19,28890,29796.375234521576
20,28590,29796.375234521576
21,20999,24327.214285714286
22,10790,11260.22033898305
23,8930,7779.370539798719
24,9750,11089.373373373373
25,9900,6618.43769470405
26,6990,6513.32384341637
27,6998,8493.280487804877
28,7490,8436.553424657533
29,9250,11089.373373373373
30,42999,28862.34632034632
31,38900,30256.644144144146
32,21330,20336.680327868853
33,15890,16684.856140350876
34,7990,7779.370539798719
35,4895,3460.885167464115
36,11000,8867.207792207791
37,16900,23580.0067264574
38,21900,30256.644144144146
39,6972,5065.789373814042
40,13400,12110.611278195489
41,46990,50293.21052631579
42,13450,9960.04816955684
43,31999,34851.204081632655
44,38890,40658.242424242424
45,7780,8346.880184331798
46,7300,7184.142857142857
47,5999,6513.32384341637
48,10790,7779.370539798719
49,10800,12331.52205882353
50,7890,6763.660208643815
51,13690,16151.823943661971
52,8590,9061.941605839416
53,8300,12110.611278195489
54,14990,23205.372623574145
55,16570,18642.06730769231
56,4499,4115.363157894737
57,9990,9960.04816955684
58,79980,96190.27272727272
59,23900,23580.0067264574
60,17889,15991.26
61,5390,6763.660208643815
62,19960,18321.972972972973
63,6990,6178.663414634147
64,7870,7779.370539798719
65,35900,46206.87417218543
66,4500,4049.9523809523807
67,12490,11089.373373373373
68,5990,5604.039603960396
69,3890,5065.789373814042
70,10450,12110.611278195489
71,7950,7103.788423153693
72,11499,11089.373373373373
73,33980,36551.666666666664
74,13369,14874.0
75,18390,16684.856140350876
76,7999,11089.373373373373
77,8222,5551.212355212355
78,3990,5065.789373814042
79,24490,23580.0067264574
80,98889,86968.73333333334
81,8338,9960.04816955684
82,10286,12386.969696969696
83,8990,7779.370539798719
84,17999,16151.823943661971
85,4900,5604.039603960396
86,6450,7496.0203045685275
87,6600,7684.87323943662
88,8400,11260.22033898305
89,12390,12731.342047930284
90,4750,5490.675635276532
91,102900,86852.15909090909
92,4500,5551.212355212355
93,10500,12110.611278195489
94,5399,6178.663414634147
95,11280,11422.184466019418
96,29900,31406.675675675677
97,18990,23580.0067264574
98,7260,9960.04816955684
99,16980,14296.152
100,8999,7592.921052631579
101,9980,12110.611278195489
102,7660,6763.660208643815
