,correct,predicted
450,8220,7873.890049396
451,3250,-4177.516463564734
452,9750,9152.617297206158
453,13600,17031.65932800674
454,5480,2290.7273935177914
455,27479,42467.27539036243
456,5900,3122.6812500369315
457,69980,48729.205590085854
458,5400,6912.665480217651
459,6800,8460.30862237203
460,19500,26508.423644542796
461,6500,4251.563545775664
462,11330,13518.554802524095
463,29499,26325.0627972565
464,16490,19415.92932504898
465,6900,-79.67183818879994
466,4290,-306.3316564400843
467,6800,4329.164356503688
468,17367,21888.76071823271
469,17990,26406.246622329472
470,9950,7680.965102765862
471,7480,9134.960103374506
472,10490,11354.71275624157
473,18750,25785.80468719367
474,3900,-1.8871700053546192
475,13250,15328.959789863795
476,18190,17580.65255067021
477,19990,21504.191189855545
478,5500,-105.37707433355422
479,6999,7517.023403451012
480,7999,14468.988377255035
481,7100,12486.74522411901
482,11995,11692.278488959319
483,7690,9243.659241603043
484,12800,11415.972611501322
485,5990,6225.62426772425
486,8999,10586.62323390283
487,11791,14812.962892680718
488,7780,8998.074153784573
489,17490,14245.827693334913
490,16650,19741.631579135734
491,10590,14721.588632010104
492,21450,28476.5869157109
493,5850,4662.608822246261
494,6690,4409.9515022279575
495,4200,1251.7532588556537
496,6990,-961.8612861860452
497,10489,7594.663022139706
498,7700,9511.54091779366
499,8655,13221.680647248693
500,26950,30517.233771948042
501,5990,2284.5155281934594
502,4990,1969.5185774802599
503,10695,11535.217212134046
504,19889,14774.71163324236
505,8490,11718.736401518281
506,14864,12386.610398391816
507,5200,-3067.009108411975
508,5990,15325.179579143243
509,10800,8604.391898004193
510,12764,14366.805575979812
511,59500,44303.37334164476
512,12899,12617.224265323528
513,11990,13518.554802524095
514,8650,8507.907334035228
515,8690,9360.31763393592
516,18990,22487.90313015506
517,8990,14234.565078984275
518,8990,6486.1097032688285
519,8490,12482.969984855887
520,31670,39516.80621254978
521,6590,5765.787240868538
522,15790,19127.05058673546
523,3850,2143.0964786721693
524,6995,4583.5209991332495
525,13350,12399.128088185038
526,12480,16326.39048751397
527,28950,38558.288685201616
528,14990,16447.321603383185
529,9885,8162.869476296535
530,15475,15238.661380010539
531,30447,33619.72531467546
532,7000,6054.089034928662
533,13900,14907.003233906322
534,9500,8953.978959662278
535,11980,17008.599867752106
536,19000,27496.73425078261
537,7500,9142.916260343936
538,5100,3499.4640761948017
539,7940,6607.262128458797
540,8200,3977.5190009316107
541,9360,7597.693264811633
542,38430,54760.76832872066
543,7999,1758.6068623069623
544,10900,19410.623642995277
545,24000,32253.011248866093
546,24480,25550.48088825509
547,6935,3482.656711515917
548,11480,16185.036668307348
549,12220,13884.926990238444
550,16290,18643.896704027502
551,41990,56036.631963905944
552,6390,4681.655397253974
553,5500,614.9771941531233
554,12500,12215.859093045774
555,14970,13468.726467874247
556,11200,10149.382554704407
557,6990,6633.829469585662
558,6790,2740.32607470143
559,12897,14345.203196346303
560,10950,15511.109703258471
561,6980,11994.864283723613
562,95950,84989.99087956671
563,19950,17941.930539074252
564,8999,7695.640947577211
565,19780,26008.703908122305
566,11750,13792.26940376572
567,4499,799.6800675921015
568,6666,2673.883976264621
569,29690,28711.532581980628
570,5900,3807.5355190470814
571,19390,21563.335370122204
572,4799,3223.4891891788807
573,12900,14124.349960305675
574,12597,14179.621702253651
575,4200,-564.9249760859466
576,3400,502.56566098659755
577,11241,21235.1105596652
578,34800,46096.11138515613
579,5790,5866.3853786714335
580,4770,7146.73481839993
581,9900,5499.271763410985
582,25925,27329.00263050735
583,31989,62865.67842096582
584,9190,12858.209341491638
585,29110,22664.10429618264
586,22789,27415.66210405117
587,13790,15812.388096099372
588,7490,6547.406336072399
589,4990,5420.800862249367
590,42950,60794.03325442663
591,4300,1652.33983071398
592,15700,23397.27021480738
593,18780,28863.663155583876
594,6222,10298.271718708203
595,4444,3064.824778782119
596,67350,75717.37983547641
597,12222,11174.637200992101
598,8790,6122.371750266253
599,5980,6089.179055893123
600,33824,53620.641726075955
601,17850,13884.097977417554
602,8800,10784.046377243028
603,47890,78690.39392158367
604,6850,6738.25408653602
605,12800,17922.753084602067
606,6440,1122.8857157524133
607,12990,12883.800357211005
608,16680,18643.896704027502
609,15600,13073.99825328355
610,10500,10036.735269755018
611,19950,29872.63221694396
612,57900,28562.86294943415
613,28740,30514.340918826267
614,10780,13788.695129401664
615,35990,35711.01199866473
616,12990,17208.543317688935
617,3199,416.0530678760174
618,55990,116986.37717687909
619,5650,2356.6165775054897
620,8500,3209.8467350382616
621,6990,7063.552343583924
622,4200,953.9263927691231
623,11500,14303.272906563001
624,6399,2148.7733048386817
625,5799,4734.006643846759
626,11480,17832.341122084756
627,6499,3265.367527932469
628,9970,3014.387175565298
629,13810,14984.11089725387
630,13940,15089.788436332283
631,7424,3532.812035409375
632,4500,2582.96014371426
633,51790,80847.54054906373
634,36900,43436.47127011769
635,6399,6466.853403502742
636,13280,12703.73378117761
637,13333,13152.458952416708
638,13999,17169.82813148859
639,7800,8376.833137591744
640,9990,10020.095841076429
641,14990,22418.323926067907
642,21980,30417.7295229083
643,25880,26738.082291776165
644,11990,6269.356502663579
645,11707,13747.861998556198
646,32220,43443.34374035243
647,21990,25233.345668353493
648,13486,14400.745161145074
649,10990,13470.341657918305
650,14950,21305.5725253448
651,13870,16278.483825075602
652,13870,13147.484875491362
653,192780,80859.74223936786
654,12350,13938.62539709585
655,10490,13060.239006567881
656,17880,24044.09642134068
657,8490,10940.964937488032
658,5999,7873.395958195148
659,3000,1368.9393462176145
660,6999,4981.206094226413
661,7800,9327.137687302326
662,18000,22647.639054476436
663,28590,31968.974149506786
664,21990,21757.831960053307
665,11950,11709.468485854306
666,27435,28577.214294010697
667,52880,56711.62024085098
668,4100,1448.4398297696832
669,9590,10943.609729800954
670,25480,27681.498881950254
671,3700,1504.443923588594
672,31490,43319.99537258472
673,6500,6221.399803274845
674,6445,2560.487926200575
675,3300,4093.0577564688506
676,48895,45807.11218876336
677,77900,45554.48967550727
678,5990,3069.967379955456
679,18480,22460.822044672615
680,30890,36850.98037554901
681,29369,27294.626232201066
682,8500,5050.805287162567
683,12170,17570.0614345254
684,6900,13977.161876898155
685,7495,8835.086800368197
686,57530,58096.26847266366
687,7999,18537.406275994646
688,19960,23038.43841992832
689,4299,190.90076252573135
690,17739,19757.147685636082
691,4799,1572.6017011781144
692,18850,25857.934109762908
693,8690,9160.795351744033
694,7400,5097.885638585441
695,4850,-659.3389504331644
696,4699,1208.3205439662881
697,7450,3502.8069819857324
698,7500,6252.446179745648
699,32775,34935.438371413155
700,41896,34560.50196765655
701,4949,2571.4474514561543
702,21990,27435.95653327041
703,21260,22172.13020424715
704,6950,7921.421184511818
705,19900,10904.526257387522
706,39980,36028.42023968161
707,6500,7526.006318107815
708,26990,27163.034263764952
709,8499,7404.869026646916
710,17779,19374.8183179683
711,15490,23793.12577921337
712,15990,18382.42629955363
713,6490,11299.879087070858
714,5500,4556.766663659233
715,7990,5115.249822452809
716,10999,11951.077725083273
717,27980,28627.037185292924
718,1800,-1794.1996293653988
719,21990,23910.11776733463
720,6999,5072.3186592305365
721,7532,6498.588066874192
722,3999,6369.707543356411
723,19930,21124.74250249946
724,11990,14082.52756046203
725,13340,14182.218823727331
726,8900,8128.500654793992
